source_system,org_id_source,org_name,org_type,address_line1,city,state,postal_code,country,updated_at,entity_key
CRM_B,CRM_B_O_ORG_0139_570,Chahal LLC Lab,Lab,"85/402
Dass Marg",Kadapa,PA,95255,US,2025-12-16T15:39:13,ORG_0139
CRM_A,CRM_A_O_ORG_0140_968,Ramaswamy Ltd Lab,Lab,"36/323, Das Path",Tirunelveli,WA,66442,US,2026-01-10T15:01:31,ORG_0140
CRM_B,CRM_B_O_ORG_0140_389,Ramaswamy Ltd Lab,Lab,"36/323, Das Path",Tirunelveli,WA,66442,US,2025-11-24T22:19:34,ORG_0140
CRM_A,CRM_A_O_ORG_0141_154,Chakraborty Group Diagnostic Center,Diagnostic Center,"13
Sarraf Nagar",Udupi,UP,133212,IN,2025-10-21T16:21:12,ORG_0141
CRM_B,CRM_B_O_ORG_0141_128,Chakraborty Group Diagnostic Ctr,Diagnostic Center,"13
Sarraf Nagar",Udupi,UP,133212,IN,2025-11-16T11:08:45,ORG_0141
CRM_A,CRM_A_O_ORG_0142_787,"Sarma, Brar and Mannan Hospital",Hospital,"54/430
Shetty Nagar",Naihati,MA,14178,US,2025-12-07T09:17:19,ORG_0142
CRM_B,CRM_B_O_ORG_0142_160,"Sarma, Brar and Mannan Hospital",Hospital,"54/430
Shetty Nagar",Naihati,MA,14178,US,2025-12-11T02:15:10,ORG_0142
CRM_A,CRM_A_O_ORG_0143_330,"Seshadri, Suresh and Singh Pharmacy",Pharmacy,"H.No. 465
Thaker Zila",Jalandhar,TX,11073,US,2025-12-05T15:10:02,ORG_0143
CRM_B,CRM_B_O_ORG_0143_385,"Seshadri, Suresh and Singh Pharmacy",Pharmacy,H.No. 465 Thaker Zila,Jalandhar,TX,11073,US,2026-01-22T19:42:47,ORG_0143
CRM_A,CRM_A_O_ORG_0144_219,Konda-Iyer Diagnostic Center,Diagnostic Center,"H.No. 33, Hegde Marg",Thoothukudi,FL,84336,US,2025-11-19T04:49:11,ORG_0144
CRM_B,CRM_B_O_ORG_0144_960,Konda-Iyer Diagnostic Center,Diagnostic Center,"H.No. 33, Hegde Marg",Thoothukudi,FL,84336,US,2025-11-23T05:19:46,ORG_0144
CRM_A,CRM_A_O_ORG_0145_728,Pandit-Sheth Pharmacy,Pharmacy,"07
Grover Nagar",Lucknow,NY,87370,US,2025-11-25T13:46:59,ORG_0145
CRM_B,CRM_B_O_ORG_0145_500,Pandit-Sheth Pharmacy,Pharmacy,"07
Grover Nagar",Lucknow,NY,87370,US,2025-10-10T14:35:52,ORG_0145
CRM_A,CRM_A_O_ORG_0146_531,Raj-Sane Hospital,Hospital,"H.No. 695
Varma Nagar",Siliguri,MI,13745,US,2025-11-19T23:33:03,ORG_0146
CRM_B,CRM_B_O_ORG_0146_799,Raj-Sane Hospital,Hospital,"H.No. 695
Varma Nagar",Siliguri,MI,13745,US,2025-10-10T18:34:56,ORG_0146
CRM_A,CRM_A_O_ORG_0147_824,Bumb-Batta Lab,Lab,"96/55
Deshpande Ganj",Rohtak,CO,15039,US,2025-10-19T16:19:40,ORG_0147
CRM_B,CRM_B_O_ORG_0147_808,Bumb-Batta Lab,Lab,"96/55
Deshpande Ganj",Rohtak,CO,15039,US,2026-01-18T07:01:27,ORG_0147
CRM_A,CRM_A_O_ORG_0148_872,Madan-Chhabra Lab,Lab,"H.No. 240
Hayre Road",Saharsa,AL,34247-2543,US,2026-01-31T11:49:34,ORG_0148
CRM_B,CRM_B_O_ORG_0148_554,Madan-Chhabra Lab,Lab,"H.No. 240
Hayre Road",Saharsa,AL,34247-2543,US,2025-10-20T04:28:07,ORG_0148
CRM_A,CRM_A_O_ORG_0149_468,Varma-Kade Hospital,Hospital,"60/00
Dugal Zila",Anand,MD,70816,US,2026-01-28T22:16:18,ORG_0149
CRM_B,CRM_B_O_ORG_0149_659,Varma-Kade Hospital,Hospital,"60/00
Dugal Zila",Anand,MD,70816,US,2025-10-29T07:01:12,ORG_0149
CRM_A,CRM_A_O_ORG_0150_974,Cherian-Ram Pharmacy,Pharmacy,"81/93, Dhillon",Jodhpur,GA,53333,US,2025-10-17T05:35:33,ORG_0150
CRM_B,CRM_B_O_ORG_0150_717,Cherian-Ram Pharmacy,Pharmacy,"81/93, Dhillon",Jodhpur,GA,53333,US,2025-12-02T16:16:43,ORG_0150
CRM_A,CRM_A_O_ORG_0151_501,"Chandran, Toor and Kannan Clinic",Clinic,"87/92, Sachdev Zila",Delhi,CA,85511,US,2025-12-04T19:11:07,ORG_0151
CRM_B,CRM_B_O_ORG_0151_417,"Chandran, Toor and Kannan Clinic",Clinic,"87/92, Sachdev Zila",Delhi,CA,85511,US,2025-12-21T07:57:42,ORG_0151
CRM_A,CRM_A_O_ORG_0152_348,Vohra Inc Clinic,Clinic,"57/601
Balay Circle",Gandhidham,CT,44628,US,2025-12-02T02:37:09,ORG_0152
CRM_B,CRM_B_O_ORG_0152_680,Vohra Inc Clinic,Clinic,"57/601
Balay Circle",Gandhidham,CT,44628,US,2025-12-11T21:34:06,ORG_0152
CRM_A,CRM_A_O_ORG_0153_108,"Nagarajan, Dass and Date Pharmacy",Pharmacy,"491
Dave Path",Gulbarga,NJ,97534,US,2025-11-07T05:57:42,ORG_0153
CRM_B,CRM_B_O_ORG_0153_763,"Nagarajan, Dass and Date Pharmacy",Pharmacy,"491
Dave Path",Gulbarga,NJ,97534,US,2025-10-15T13:04:44,ORG_0153
CRM_A,CRM_A_O_ORG_0154_653,"Chhabra, Raval and Sarin Pharmacy",Pharmacy,"17/731
Chacko Ganj",Ramagundam,AK,35223,US,2026-02-14T14:35:11,ORG_0154
CRM_B,CRM_B_O_ORG_0154_810,"Chhabra, Raval and Sarin Pharmacy",Pharmacy,"17/731
Chacko Ganj",Ramagundam,AK,35223,US,2026-02-03T10:50:08,ORG_0154
CRM_A,CRM_A_O_ORG_0155_409,"Korpal, D’Alia and Khatri Lab",Lab,"762
Oommen Path",Pallavaram,MI,44018,US,2025-12-04T16:18:42,ORG_0155
CRM_B,CRM_B_O_ORG_0155_438,"Korpal, D’Alia and Khatri Lab",Lab,"762
Oommen Path",Pallavaram,MI,44018,US,2025-12-29T17:15:36,ORG_0155
CRM_A,CRM_A_O_ORG_0156_852,Pingle-Bhatnagar Diagnostic Center,Diagnostic Center,"25/66, Choudhary Path",Kakinada,NJ,92026,US,2025-12-26T09:28:46,ORG_0156
CRM_B,CRM_B_O_ORG_0156_499,Pingle-Bhatnagar Diagnostic Ctr,Diagnostic Center,"25/66, Choudhary Path",Kakinada,NJ,92026,US,2025-10-25T07:31:39,ORG_0156
CRM_A,CRM_A_O_ORG_0157_862,"Choudhary, Shah and Gara Hospital",Hospital,"H.No. 548
Sachdev Ganj",Deoghar,GA,49903,US,2026-02-01T20:23:16,ORG_0157
CRM_A,CRM_A_O_ORG_0158_623,Hayer LLC Clinic,Clinic,"503, Mander Ganj",Ahmedabad,MI,14096,US,2026-01-30T10:53:17,ORG_0158
CRM_A,CRM_A_O_ORG_0158_760,Hayer LLC Clinic,Clinic,"503, Mander Ganj",Ahmedabad,MI,14096,US,2025-12-24T02:14:37,ORG_0158
CRM_A,CRM_A_O_ORG_0159_878,"Solanki, Mukhopadhyay and Sagar Clinic",Clinic,"H.No. 74
Sangha Road",Avadi,MH,670232,IN,2025-11-05T10:37:38,ORG_0159
CRM_B,CRM_B_O_ORG_0159_121,"Solanki, Mukhopadhyay and Sagar Clinic",Clinic,H.No. 74 Sangha Road,Avadi,MH,670232,IN,2025-11-23T02:46:42,ORG_0159
CRM_A,CRM_A_O_ORG_0160_687,"Kulkarni, Yohannan and Dhar Clinic",Clinic,"73/98, Cherian Street",Ozhukarai,MH,563745,IN,2026-01-09T23:41:41,ORG_0160
CRM_B,CRM_B_O_ORG_0160_823,"Kulkarni, Yohannan and Dhar Clinic",Clinic,"73/98, Cherian Street",Ozhukarai,MH,563745,IN,2025-12-01T21:03:20,ORG_0160
CRM_A,CRM_A_O_ORG_0160_386,"Kulkarni, Yohannan and Dhar Clinic",Clinic,"73/98, Cherian Street",Ozhukarai,MH,563745,IN,2025-11-08T13:21:49,ORG_0160
CRM_A,CRM_A_O_ORG_0161_470,Uppal-Suri Clinic,Clinic,"H.No. 05
Kamdar Nagar",Mau,CA,97529,US,2025-10-23T12:45:40,ORG_0161
CRM_B,CRM_B_O_ORG_0161_463,Uppal-Suri Clnc,Clinic,"H.No. 05
Kamdar Nagar",Mau,CA,97529,US,2025-12-26T02:26:38,ORG_0161
CRM_A,CRM_A_O_ORG_0162_670,Johal LLC Pharmacy,Pharmacy,"H.No. 08
Naidu Marg",Udupi,OH,31860,US,2025-11-20T21:12:36,ORG_0162
CRM_B,CRM_B_O_ORG_0162_613,Johal LLC Pharmacy,Pharmacy,"H.No. 08
Naidu Marg",Udupi,OH,31860,US,2025-11-02T01:01:13,ORG_0162
CRM_A,CRM_A_O_ORG_0163_545,"Sanghvi, Kanda and Swaminathan Clinic",Clinic,"H.No. 77
Kari Zila",Chandigarh,TN,889847,IN,2026-01-15T20:12:22,ORG_0163
CRM_B,CRM_B_O_ORG_0163_444,"Sanghvi, Kanda and Swaminathan Clinic",Clinic,H.No. 77 Kari Zila,Chandigarh,TN,889847,IN,2025-12-08T15:47:59,ORG_0163
CRM_A,CRM_A_O_ORG_0164_850,Nori Ltd Hospital,Hospital,"83/410, Pillay Marg",Bhavnagar,PA,95852,US,2025-11-25T22:46:31,ORG_0164
CRM_B,CRM_B_O_ORG_0164_914,Nori Limited Hospital,Hospital,"83/410, Pillay Marg",Bhavnagar,PA,95852,US,2025-12-30T20:52:41,ORG_0164
CRM_A,CRM_A_O_ORG_0165_873,"Sehgal, Sama and Raja Hospital",Hospital,"20
Tara Marg",Noida,CZ,40676,US,2026-01-10T05:23:51,ORG_0165
CRM_B,CRM_B_O_ORG_0165_473,"Sehgal, Sama and Raja Hospital",Hospital,"20
Tara Marg",Noida,CZ,40676,US,2025-11-30T03:38:28,ORG_0165
CRM_A,CRM_A_O_ORG_0166_313,"Kaul, Kala and Prashad Clinic",Clinic,"77/441
Krishnamurthy Nagar",Bhimavaram,NJ,88343,US,2025-10-15T12:05:33,ORG_0166
CRM_B,CRM_B_O_ORG_0166_145,"Kaul, Kala and Prashad Clinic",Clinic,77/441 Krishnamurthy Nagar,Bhimavaram,NJ,88343,US,2025-12-21T11:02:04,ORG_0166
CRM_A,CRM_A_O_ORG_0167_911,Dara-Choudhury Pharmacy,Pharmacy,"00/340, Korpal",Sasaram,AZ,50732,US,2026-01-29T09:38:18,ORG_0167
CRM_B,CRM_B_O_ORG_0167_322,Dara-Choudhury Pharmacy,Pharmacy,"00/340, Korpal",Sasaram,AZ,50732,US,2026-01-05T12:25:11,ORG_0167
CRM_A,CRM_A_O_ORG_0168_709,Sood Ltd Diagnostic Center,Diagnostic Center,"32, Kakar Nagar",Hyderabad,MD,26389,US,2025-10-26T03:08:52,ORG_0168
CRM_B,CRM_B_O_ORG_0168_733,Sood Ltd Diagnostic Center,Diagnostic Center,32 Kakar Nagar,Hyderabad,MD,26389,US,2025-12-11T06:15:57,ORG_0168
CRM_A,CRM_A_O_ORG_0169_308,Ranganathan-Rana Pharmacy,Pharmacy,"51
Loke Circle",Danapur,UP,338618,IN,2025-11-25T05:37:18,ORG_0169
CRM_B,CRM_B_O_ORG_0169_453,Ranganathan-Rana Pharmacy,Pharmacy,"51
Loke Circle",Danapur,UP,338618,IN,2026-01-29T20:27:18,ORG_0169
CRM_A,CRM_A_O_ORG_0170_305,"Tara, Sibal and Vora Clinic",Clinic,"H.No. 87
Parekh",Amaravati,CA,40035,US,2025-10-28T00:12:52,ORG_0170
CRM_B,CRM_B_O_ORG_0170_644,"Tara, Sibal and Vora Clinic",Clinic,"H.No. 87
Parekh",Amaravati,CA,40035,US,2026-01-24T19:28:55,ORG_0170
CRM_A,CRM_A_O_ORG_0171_693,Chada-Chaudhary Diagnostic Center,Diagnostic Center,"17/94
Bhavsar Marg",Gandhinagar,DL,140347,IN,2026-01-14T13:56:39,ORG_0171
CRM_B,CRM_B_O_ORG_0171_151,Chada-Chaudhary Diagnostic Center,Diagnostic Center,"17/94
Bhavsar Marg",Gandhinagar,DL,140347,IN,2025-12-30T13:25:11,ORG_0171
CRM_A,CRM_A_O_ORG_0172_450,"Goel, Kar and Pandya Hospital",Hospital,"H.No. 832, Varughese Chowk",Katni,MI,95224,US,2025-11-29T23:08:00,ORG_0172
CRM_B,CRM_B_O_ORG_0172_316,"Goel, Kar and Pandya Hospital",Hospital,H.No. 832 Varughese Chowk,Katni,MI,95224,US,2026-01-10T19:58:29,ORG_0172
CRM_A,CRM_A_O_ORG_0173_337,"Sandal, Vohra and Mitra Clinic",Clinic,"H.No. 032, Narayanan Marg",Ambattur,CO,58007,US,2026-02-02T17:25:56,ORG_0173
CRM_B,CRM_B_O_ORG_0173_143,"Sandal, Vohra and Mitra Clinic",Clinic,"H.No. 032, Narayanan Marg",Ambattur,CO,58007,US,2025-12-22T12:58:51,ORG_0173
CRM_A,CRM_A_O_ORG_0174_305,Nadig and Sons Clinic,Clinic,"H.No. 142
Savant Nagar",Dindigul,CO,43469,US,2025-10-18T10:39:05,ORG_0174
CRM_B,CRM_B_O_ORG_0174_384,Nadig and Sons Clinic,Clinic,"H.No. 142
Savant Nagar",Dindigul,CO,43469,US,2026-01-23T08:45:19,ORG_0174
CRM_A,CRM_A_O_ORG_0175_780,Kapoor and Sons Pharmacy,Pharmacy,"949
Soni Path",Meerut,MI,34222,US,2025-11-06T07:12:13,ORG_0175
CRM_B,CRM_B_O_ORG_0175_302,Kapoor and Sons Pharmacy,Pharmacy,"949
Soni Path",Meerut,MI,34222,US,2025-11-17T15:37:38,ORG_0175
CRM_A,CRM_A_O_ORG_0176_489,Sahni Ltd Lab,Lab,"H.No. 849, Sridhar Street",Barasat,AZ,13182,US,2025-12-03T21:26:34,ORG_0176
CRM_B,CRM_B_O_ORG_0176_932,Sahni Ltd Lab,Lab,H.No. 849 Sridhar Street,Barasat,AZ,13182,US,2025-11-01T21:25:24,ORG_0176
CRM_A,CRM_A_O_ORG_0176_677,Sahni Ltd Lab,Lab,"H.No. 849, Sridhar Street",Barasat,AZ,13182,US,2025-12-18T12:12:44,ORG_0176
CRM_A,CRM_A_O_ORG_0177_994,Jha-Vig Hospital,Hospital,"76/12
Sen",Pallavaram,IL,36623,US,2025-10-29T16:28:16,ORG_0177
CRM_A,CRM_A_O_ORG_0178_168,Doshi-Comar Diagnostic Center,Diagnostic Center,"H.No. 45, Bir Marg",Ambattur,GA,21082,US,2025-10-26T09:42:23,ORG_0178
CRM_B,CRM_B_O_ORG_0178_930,Doshi-Comar Diagnostic Center,Diagnostic Center,"H.No. 45, Bir Marg",Ambattur,GA,21082,US,2026-01-25T02:07:26,ORG_0178
CRM_A,CRM_A_O_ORG_0179_829,Padmanabhan Ltd Clinic,Clinic,"83/489, Patil",Amritsar,UP,796749,IN,2026-02-10T08:01:22,ORG_0179
CRM_B,CRM_B_O_ORG_0179_981,Padmanabhan Limited Clinic,Clinic,"83/489, Patil",Amritsar,UP,796749,IN,2026-01-31T23:32:27,ORG_0179
CRM_A,CRM_A_O_ORG_0180_177,Bedi Inc Hospital,Hospital,"04/00
Mammen Street",Hospet,MH,436271,IN,2025-12-16T17:16:42,ORG_0180
CRM_A,CRM_A_O_ORG_0180_922,Bedi Inc Hospital,Hospital,"04/00
Mammen Street",Hospet,MH,436271,IN,2026-01-02T01:42:03,ORG_0180
CRM_A,CRM_A_O_ORG_0181_714,Kale Group Hospital,Hospital,"373
Brahmbhatt Ganj",Dewas,CO,71302,US,2025-11-27T00:28:28,ORG_0181
CRM_A,CRM_A_O_ORG_0182_326,"Dixit, Mukhopadhyay and Bhatnagar Lab",Lab,"71/897
Gaba Marg",Nangloi Jat,NC,69233,US,2026-01-10T03:27:42,ORG_0182
CRM_B,CRM_B_O_ORG_0182_119,"Dixit, Mukhopadhyay and Bhatnagar Lab",Lab,71/897 Gaba Marg,Nangloi Jat,NC,69233,US,2025-11-04T01:01:15,ORG_0182
CRM_B,CRM_B_O_ORG_0182_310,"Dixit, Mukhopadhyay and Bhatnagar Lab",Lab,"71/897
Gaba Marg",Nangloi Jat,NC,69233,US,2026-01-19T06:45:05,ORG_0182
CRM_A,CRM_A_O_ORG_0183_848,Menon-Dhaliwal Pharmacy,Pharmacy,"H.No. 017, Tandon Street",Hosur,CT,90528,US,2025-11-25T03:39:42,ORG_0183
CRM_B,CRM_B_O_ORG_0183_627,Menon-Dhaliwal Pharmacy,Pharmacy,"H.No. 017, Tandon Street",Hosur,CT,90528,US,2025-10-10T20:50:31,ORG_0183
CRM_A,CRM_A_O_ORG_0184_212,Buch Ltd Pharmacy,Pharmacy,"H.No. 750
Sama Chowk",Jodhpur,AK,91074,US,2025-11-06T02:11:34,ORG_0184
CRM_B,CRM_B_O_ORG_0184_184,Buch Limited Pharmacy,Pharmacy,"H.No. 750
Sama Chowk",Jodhpur,AK,91074,US,2025-10-07T08:58:46,ORG_0184
CRM_A,CRM_A_O_ORG_0185_130,Dhawan LLC Clinic,Clinic,"49/619, Nagar Marg",Phagwara,CA,19898,US,2026-01-16T06:10:23,ORG_0185
CRM_B,CRM_B_O_ORG_0185_330,Dhawan LLC Clinic,Clinic,"49/619, Nagar Marg",Phagwara,CA,19898,US,2025-11-30T12:11:22,ORG_0185
CRM_A,CRM_A_O_ORG_0186_919,Ramanathan-Garg Pharmacy,Pharmacy,"H.No. 457
Samra Nagar",Katihar,MH,556287,IN,2026-01-20T12:23:19,ORG_0186
CRM_B,CRM_B_O_ORG_0186_347,Ramanathan-Garg Pharmacy,Pharmacy,"H.No. 457
Samra Nagar",Katihar,MH,556287,IN,2025-11-15T13:21:02,ORG_0186
CRM_B,CRM_B_O_ORG_0186_203,Ramanathan-Garg Pharmacy,Pharmacy,"H.No. 457
Samra Nagar",Katihar,MH,556287,IN,2026-01-21T03:28:30,ORG_0186
CRM_A,CRM_A_O_ORG_0187_705,"Sant, Tripathi and Sarin Lab",Lab,"785, Shere Chowk",Madhyamgram,KA,243559,IN,2025-11-19T10:07:03,ORG_0187
CRM_B,CRM_B_O_ORG_0187_855,"Sant, Tripathi and Sarin Lab",Lab,785 Shere Chowk,Madhyamgram,KA,243559,IN,2025-10-25T19:11:00,ORG_0187
CRM_A,CRM_A_O_ORG_0188_612,Gokhale Inc Pharmacy,Pharmacy,"91/767, Suri Nagar",Mumbai,NY,55384,US,2025-10-31T05:56:50,ORG_0188
CRM_A,CRM_A_O_ORG_0188_961,Gokhale Inc Pharmacy,Pharmacy,"91/767, Suri Nagar",Mumbai,NY,55384,US,2026-01-29T07:36:07,ORG_0188
CRM_A,CRM_A_O_ORG_0189_781,Garg Ltd Hospital,Hospital,"62/44
Goswami Path",Dibrugarh,UP,491286,IN,2025-11-06T02:17:28,ORG_0189
CRM_B,CRM_B_O_ORG_0189_917,Garg Ltd Hospital,Hospital,"62/44
Goswami Path",Dibrugarh,UP,491286,IN,2025-11-26T17:11:47,ORG_0189
CRM_A,CRM_A_O_ORG_0190_389,Hayre-Acharya Lab,Lab,"987, Baral Circle",Baranagar,KA,153601,IN,2026-02-02T23:28:17,ORG_0190
CRM_B,CRM_B_O_ORG_0190_426,Hayre-Acharya Lab,Lab,"987, Baral Circle",Baranagar,KA,153601,IN,2025-12-26T07:41:04,ORG_0190
CRM_A,CRM_A_O_ORG_0191_328,Oak-Mohanty Pharmacy,Pharmacy,"86/849, Sur Circle",Madanapalle,CZ,78254,US,2025-10-17T18:30:16,ORG_0191
CRM_B,CRM_B_O_ORG_0191_259,Oak-Mohanty Pharmacy,Pharmacy,"86/849, Sur Circle",Madanapalle,CZ,78254,US,2026-01-09T03:56:01,ORG_0191
CRM_A,CRM_A_O_ORG_0192_107,"Hari, Gokhale and Amble Hospital",Hospital,"92/268, Thaker Marg",Indore,OH,50590,US,2026-01-26T19:37:42,ORG_0192
CRM_B,CRM_B_O_ORG_0192_348,"Hari, Gokhale and Amble Hospital",Hospital,92/268 Thaker Marg,Indore,OH,50590,US,2025-12-26T21:33:39,ORG_0192
CRM_A,CRM_A_O_ORG_0193_700,"Jhaveri, Singhal and Peri Lab",Lab,"78/545
Raju Chowk",Kakinada,AK,69321,US,2026-01-29T03:25:43,ORG_0193
CRM_B,CRM_B_O_ORG_0193_397,"Jhaveri, Singhal and Peri Lab",Lab,"78/545
Raju Chowk",Kakinada,AK,69321,US,2026-01-12T09:07:29,ORG_0193
CRM_A,CRM_A_O_ORG_0194_116,Dhar LLC Hospital,Hospital,"H.No. 30
Choudhury Circle",Bikaner,KA,385423,IN,2025-11-29T01:38:48,ORG_0194
CRM_B,CRM_B_O_ORG_0194_256,Dhar LLC Hosp,Hospital,"H.No. 30
Choudhury Circle",Bikaner,KA,385423,IN,2025-12-04T14:38:10,ORG_0194
CRM_A,CRM_A_O_ORG_0195_698,Ghose LLC Pharmacy,Pharmacy,"H.No. 04
Devi Zila",Bidar,FL,49006,US,2025-10-21T19:57:02,ORG_0195
CRM_B,CRM_B_O_ORG_0195_847,Ghose LLC Pharmacy,Pharmacy,"H.No. 04
Devi Zila",Bidar,FL,49006,US,2026-01-21T03:16:38,ORG_0195
CRM_A,CRM_A_O_ORG_0196_150,Mohan-Khare Clinic,Clinic,"09/455
Kata Chowk",Baranagar,TX,65569,US,2026-02-21T14:49:23,ORG_0196
CRM_B,CRM_B_O_ORG_0196_723,Mohan-Khare Clinic,Clinic,"09/455
Kata Chowk",Baranagar,TX,65569,US,2025-10-21T18:37:25,ORG_0196
CRM_B,CRM_B_O_ORG_0196_512,Mohan-Khare Clinic,Clinic,"09/455
Kata Chowk",Baranagar,TX,65569,US,2025-10-25T08:23:27,ORG_0196
CRM_A,CRM_A_O_ORG_0197_989,"Dora, Samra and Sami Clinic",Clinic,"477, Agate Marg",Miryalaguda,CA,97166,US,2026-01-26T20:01:30,ORG_0197
CRM_B,CRM_B_O_ORG_0197_727,"Dora, Samra and Sami Clinic",Clinic,"477, Agate Marg",Miryalaguda,CA,97166,US,2025-12-10T14:08:53,ORG_0197
CRM_A,CRM_A_O_ORG_0198_112,Thakkar Inc Lab,Lab,"H.No. 002
Mutti Road",Darbhanga,CT,42055,US,2025-10-29T03:46:32,ORG_0198
CRM_B,CRM_B_O_ORG_0198_217,Thakkar Incorporated Lab,Lab,"H.No. 002
Mutti Road",Darbhanga,CT,42055,US,2025-10-11T17:03:12,ORG_0198
CRM_A,CRM_A_O_ORG_0199_572,Sharaf Ltd Lab,Lab,"96/97, Konda",Pudukkottai,AK,10382,US,2026-01-02T10:29:57,ORG_0199
CRM_B,CRM_B_O_ORG_0199_734,Sharaf Limited Lab,Lab,"96/97, Konda",Pudukkottai,AK,10382,US,2026-01-10T10:34:45,ORG_0199
CRM_A,CRM_A_O_ORG_0200_851,Korpal PLC Clinic,Clinic,"38/768, Kade Circle",Nagaon,TX,40939,US,2025-10-25T18:13:45,ORG_0200
CRM_B,CRM_B_O_ORG_0200_567,Korpal PLC Clinic,Clinic,"38/768, Kade Circle",Nagaon,TX,40939,US,2025-12-25T12:47:45,ORG_0200
CRM_A,CRM_A_O_ORG_0201_916,"Wagle, Doctor and Pai Hospital",Hospital,"38, Yohannan Marg",Burhanpur,TX,98095,US,2025-11-29T05:18:43,ORG_0201
CRM_B,CRM_B_O_ORG_0201_471,"Wagle, Doctor and Pai Hosp",Hospital,"38, Yohannan Marg",Burhanpur,TX,98095,US,2025-12-07T06:04:33,ORG_0201
CRM_A,CRM_A_O_ORG_0202_236,Gole-Dhar Pharmacy,Pharmacy,"H.No. 07, Keer",Tinsukia,CA,11184,US,2025-10-07T19:40:41,ORG_0202
CRM_B,CRM_B_O_ORG_0202_101,Gole-Dhar Pharmacy,Pharmacy,"H.No. 07, Keer",Tinsukia,CA,11184,US,2026-01-21T18:04:42,ORG_0202
CRM_A,CRM_A_O_ORG_0203_899,Kaul-Parsa Hospital,Hospital,"H.No. 998, Puri Nagar",Kavali,VA,72768,US,2025-10-28T16:58:03,ORG_0203
CRM_B,CRM_B_O_ORG_0203_350,Kaul-Parsa Hospital,Hospital,"H.No. 998, Puri Nagar",Kavali,VA,72768,US,2026-01-05T17:31:03,ORG_0203
CRM_B,CRM_B_O_ORG_0203_134,Kaul-Parsa Hospital,Hospital,"H.No. 998, Puri Nagar",Kavali,VA,72768,US,2026-01-18T00:44:27,ORG_0203
CRM_A,CRM_A_O_ORG_0204_835,Balasubramanian-Hegde Hospital,Hospital,"H.No. 29, Panchal",Hosur,UP,588486,IN,2026-01-08T20:17:43,ORG_0204
CRM_B,CRM_B_O_ORG_0204_541,Balasubramanian-Hegde Hosp,Hospital,"H.No. 29, Panchal",Hosur,UP,588486,IN,2025-12-28T09:00:44,ORG_0204
CRM_A,CRM_A_O_ORG_0205_212,Sheth-Dube Pharmacy,Pharmacy,"62, Chakrabarti Circle",Hospet,VA,34141,US,2026-02-13T01:52:13,ORG_0205
CRM_B,CRM_B_O_ORG_0205_199,Sheth-Dube Pharmacy,Pharmacy,"62, Chakrabarti Circle",Hospet,VA,34141,US,2026-01-08T15:29:14,ORG_0205
CRM_B,CRM_B_O_ORG_0205_251,Sheth-Dube Pharmacy,Pharmacy,62 Chakrabarti Circle,Hospet,VA,34141,US,2025-11-07T06:43:36,ORG_0205
CRM_A,CRM_A_O_ORG_0206_306,Sarraf-Shan Hospital,Hospital,"67/39
Borra Chowk",Narasaraopet,AL,23070,US,2025-11-03T22:02:15,ORG_0206
CRM_B,CRM_B_O_ORG_0206_800,Sarraf-Shan Hospital,Hospital,"67/39
Borra Chowk",Narasaraopet,AL,23070,US,2025-12-04T08:56:14,ORG_0206
CRM_A,CRM_A_O_ORG_0207_467,Parmer Ltd Pharmacy,Pharmacy,"H.No. 68
Kari",Patna,MH,219684,IN,2026-01-26T15:17:32,ORG_0207
CRM_B,CRM_B_O_ORG_0207_983,Parmer Ltd Pharmacy,Pharmacy,"H.No. 68
Kari",Patna,MH,219684,IN,2025-11-06T10:14:44,ORG_0207
CRM_B,CRM_B_O_ORG_0207_548,Parmer Limited Pharmacy,Pharmacy,"H.No. 68
Kari",Patna,MH,219684,IN,2026-01-08T04:53:22,ORG_0207
CRM_A,CRM_A_O_ORG_0208_381,Kale-Sunder Hospital,Hospital,"H.No. 624
Rama Street",Pimpri-Chinchwad,IL,97987,US,2025-10-24T02:48:51,ORG_0208
CRM_B,CRM_B_O_ORG_0208_174,Kale-Sunder Hospital,Hospital,"H.No. 624
Rama Street",Pimpri-Chinchwad,IL,97987,US,2025-12-21T10:23:44,ORG_0208
CRM_B,CRM_B_O_ORG_0208_723,Kale-Sunder Hospital,Hospital,"H.No. 624
Rama Street",Pimpri-Chinchwad,IL,97987,US,2026-01-15T17:08:04,ORG_0208
CRM_A,CRM_A_O_ORG_0209_168,"Keer, Khurana and Doshi Clinic",Clinic,"77/36
Chopra Path",Medininagar,WA,10841,US,2025-11-08T02:53:58,ORG_0209
CRM_B,CRM_B_O_ORG_0209_579,"Keer, Khurana and Doshi Clinic",Clinic,"77/36
Chopra Path",Medininagar,WA,10841,US,2025-11-24T20:52:54,ORG_0209
CRM_A,CRM_A_O_ORG_0210_291,Yadav Group Diagnostic Center,Diagnostic Center,"H.No. 329
Bail Road",Patiala,AZ,91555,US,2025-12-22T22:54:40,ORG_0210
CRM_B,CRM_B_O_ORG_0210_748,Yadav Group Diagnostic Center,Diagnostic Center,"H.No. 329
Bail Road",Patiala,AZ,91555,US,2025-11-30T11:57:35,ORG_0210
CRM_A,CRM_A_O_ORG_0211_547,Sodhi-Gopal Lab,Lab,"63
Pall",Siliguri,MA,71946,US,2025-11-25T08:01:26,ORG_0211
