source_system,org_id_source,org_name,org_type,address_line1,city,state,postal_code,country,updated_at,org_name_raw,address_raw,postal_raw
CRM_A,CRM_A_O_ORG_0114_859,"Acharya, Chowdhury And Jaggi Diagnostic Center",Diagnostic Center,76/191 shan path,Bangalore,NC,84928,US,2025-11-01T19:35:40,"Acharya, Chowdhury and Jaggi Diagnostic Center","76/191, Shan Path",84928
CRM_B,CRM_B_O_ORG_0114_316,"Acharya, Chowdhury And Jaggi Diagnostic Ctr",Diagnostic Center,76/191 shan path,Bangalore,NC,84928,US,2025-10-19T18:43:54,"Acharya, Chowdhury and Jaggi Diagnostic Ctr","76/191, Shan Path",84928
CRM_A,CRM_A_O_ORG_0115_540,Mukhopadhyay Inc Lab,Lab,h.no. 581 dube marg,Coimbatore,CO,55995,US,2025-11-04T02:49:12,Mukhopadhyay Inc Lab,"H.No. 581, Dube Marg",55995
CRM_B,CRM_B_O_ORG_0115_583,Mukhopadhyay Inc Lab,Lab,h.no. 581 dube marg,Coimbatore,CO,55995,US,2025-12-09T03:40:37,Mukhopadhyay Inc Lab,"H.No. 581, Dube Marg",55995
CRM_A,CRM_A_O_ORG_0115_841,Mukhopadhyay Inc Lab,Lab,h.no. 581 dube marg,Coimbatore,CO,55995,US,2025-11-30T04:40:58,Mukhopadhyay Inc Lab,"H.No. 581, Dube Marg",55995
CRM_A,CRM_A_O_ORG_0116_182,Kohli-Mahajan Hospital,Hospital,11/58 ravel chowk,Agra,DL,779778,IN,2025-12-10T19:57:26,Kohli-Mahajan Hospital,"11/58, Ravel Chowk",779778
CRM_B,CRM_B_O_ORG_0116_642,Kohli-Mahajan Hospital,Hospital,11/58 ravel chowk,Agra,DL,779778,IN,2025-10-13T19:48:56,Kohli-Mahajan Hospital,11/58 Ravel Chowk,779778
CRM_A,CRM_A_O_ORG_0116_744,Kohli-Mahajan Hospital,Hospital,11/58 ravel chowk,Agra,DL,779778,IN,2026-02-17T08:10:31,Kohli-Mahajan Hospital,"11/58, Ravel Chowk",779778
CRM_A,CRM_A_O_ORG_0117_256,"Bhatt, Puri And Jaggi Hospital",Hospital,50/579 dara street,Rajkot,MA,95391,US,2025-12-12T07:21:44,"Bhatt, Puri and Jaggi Hospital","50/579
Dara Street",95391-6915
CRM_B,CRM_B_O_ORG_0117_212,"Bhatt, Puri And Jaggi Hospital",Hospital,50/579 dara street,Rajkot,MA,95391,US,2025-11-01T05:03:54,"Bhatt, Puri and Jaggi Hospital","50/579
Dara Street",95391-6915
CRM_A,CRM_A_O_ORG_0118_327,Chanda Inc Clinic,Clinic,94/430 dewan nagar,Morbi,KA,374611,IN,2026-01-25T08:46:39,Chanda Inc Clinic,"94/430, Dewan Nagar",374611
CRM_B,CRM_B_O_ORG_0118_788,Chanda Incorporated Clinic,Clinic,94/430 dewan nagar,Morbi,KA,374611,IN,2025-11-16T17:32:43,Chanda Incorporated Clinic,"94/430, Dewan Nagar",374611
CRM_B,CRM_B_O_ORG_0118_744,Chanda Inc Clinic,Clinic,94/430 dewan nagar,Morbi,KA,374611,IN,2025-12-05T12:45:48,Chanda Inc Clinic,"94/430, Dewan Nagar",374611
CRM_A,CRM_A_O_ORG_0119_518,Devi Inc Pharmacy,Pharmacy,h.no. 69 dhingra road,Haridwar,CT,74392,US,2025-11-21T12:14:13,Devi Inc Pharmacy,"H.No. 69
Dhingra Road",74392
CRM_B,CRM_B_O_ORG_0119_714,Devi Inc Pharmacy,Pharmacy,h.no. 69 dhingra road,Haridwar,CT,74392,US,2025-12-31T11:26:56,Devi Inc Pharmacy,"H.No. 69
Dhingra Road",74392
CRM_A,CRM_A_O_ORG_0120_345,"Gulati, Anand And Vora Clinic",Clinic,32 saxena marg,Kamarhati,NY,28519,US,2025-10-10T20:00:15,"Gulati, Anand and Vora Clinic","32, Saxena Marg",28519
CRM_B,CRM_B_O_ORG_0120_450,"Gulati, Anand And Vora Clinic",Clinic,32 saxena marg,Kamarhati,NY,28519,US,2025-11-30T18:33:43,"Gulati, Anand and Vora Clinic",32 Saxena Marg,28519
CRM_A,CRM_A_O_ORG_0121_450,"Chaudhry, Chahal And More Clinic",Clinic,h.no. 075 thakur ganj,Vijayawada,AL,11729,US,2025-10-19T14:39:53,"Chaudhry, Chahal and More Clinic","H.No. 075, Thakur Ganj",11729
CRM_B,CRM_B_O_ORG_0121_453,"Chaudhry, Chahal And More Clinic",Clinic,h.no. 075 thakur ganj,Vijayawada,AL,11729,US,2025-10-08T18:33:38,"Chaudhry, Chahal and More Clinic",H.No. 075 Thakur Ganj,11729
CRM_B,CRM_B_O_ORG_0121_229,"Chaudhry, Chahal And More Clinic",Clinic,h.no. 075 thakur ganj,Vijayawada,AL,11729,US,2025-11-19T02:32:51,"Chaudhry, Chahal and More Clinic","H.No. 075, Thakur Ganj",11729
CRM_A,CRM_A_O_ORG_0122_357,Chopra-Lata Hospital,Hospital,42 kant,Gandhinagar,PA,32402,US,2026-02-06T11:15:48,Chopra-Lata Hospital,"42, Kant",32402
CRM_B,CRM_B_O_ORG_0122_880,Chopra-Lata Hospital,Hospital,42 kant,Gandhinagar,PA,32402,US,2025-11-17T00:01:06,Chopra-Lata Hospital,"42, Kant",32402
CRM_B,CRM_B_O_ORG_0122_951,Chopra-Lata Hospital,Hospital,42 kant,Gandhinagar,PA,32402,US,2026-01-04T11:07:15,Chopra-Lata Hospital,"42, Kant",32402
CRM_A,CRM_A_O_ORG_0123_111,"Kurian, Raj And Choudhury Diagnostic Center",Diagnostic Center,838 sachar zila,Dewas,AL,33744,US,2025-10-30T19:01:32,"Kurian, Raj and Choudhury Diagnostic Center","838
Sachar Zila",33744
CRM_B,CRM_B_O_ORG_0123_952,"Kurian, Raj And Choudhury Diagnostic Center",Diagnostic Center,838 sachar zila,Dewas,AL,33744,US,2025-12-31T02:05:49,"Kurian, Raj and Choudhury Diagnostic Center","838
Sachar Zila",33744
CRM_A,CRM_A_O_ORG_0124_505,"Desai, Zachariah And Munshi Clinic",Clinic,h.no. 584 lad chowk,Proddatur,FL,93098,US,2025-12-12T09:32:11,"Desai, Zachariah and Munshi Clinic","H.No. 584
Lad Chowk",93098
CRM_A,CRM_A_O_ORG_0125_758,"Master, Suresh And Nayar Hospital",Hospital,97/24 shanker path,Gaya,NC,75336,US,2026-01-22T06:01:09,"Master, Suresh and Nayar Hospital","97/24, Shanker Path",75336-4204
CRM_B,CRM_B_O_ORG_0125_769,"Master, Suresh And Nayar Hospital",Hospital,97/24 shanker path,Gaya,NC,75336,US,2026-01-27T07:13:38,"Master, Suresh and Nayar Hospital",97/24 Shanker Path,75336-4204
CRM_A,CRM_A_O_ORG_0126_889,Oak-Pai Clinic,Clinic,h.no. 421 andra nagar,Dewas,CO,95355,US,2025-12-08T02:34:36,Oak-Pai Clinic,"H.No. 421
Andra Nagar",95355
CRM_B,CRM_B_O_ORG_0126_266,Oak-Pai Clinic,Clinic,h.no. 421 andra nagar,Dewas,CO,95355,US,2026-01-31T10:39:47,Oak-Pai Clinic,"H.No. 421
Andra Nagar",95355
CRM_A,CRM_A_O_ORG_0127_502,"Ratta, Dani And Choudhary Diagnostic Center",Diagnostic Center,85 prabhu road,Buxar,CO,41354,US,2025-12-30T12:31:00,"Ratta, Dani and Choudhary Diagnostic Center","85
Prabhu Road",41354
CRM_B,CRM_B_O_ORG_0127_788,"Ratta, Dani And Choudhary Diagnostic Ctr",Diagnostic Center,85 prabhu road,Buxar,CO,41354,US,2026-01-31T03:27:29,"Ratta, Dani and Choudhary Diagnostic Ctr",85 Prabhu Road,41354
CRM_B,CRM_B_O_ORG_0127_301,"Ratta, Dani And Choudhary Diagnostic Center",Diagnostic Center,85 prabhu road,Buxar,CO,41354,US,2025-11-23T14:05:18,"Ratta, Dani and Choudhary Diagnostic Center","85
Prabhu Road",41354
CRM_A,CRM_A_O_ORG_0128_875,"Balay, Pal And Sarraf Lab",Lab,26 goda,Patiala,MA,22061,US,2026-01-26T11:09:54,"Balay, Pal and Sarraf Lab","26
Goda",22061
CRM_B,CRM_B_O_ORG_0128_583,"Balay, Pal And Sarraf Lab",Lab,26 goda,Patiala,MA,22061,US,2025-12-04T19:29:26,"Balay, Pal and Sarraf Lab","26
Goda",22061
CRM_A,CRM_A_O_ORG_0129_453,"Nigam, Khurana And Anand Pharmacy",Pharmacy,25/539 goswami path,Silchar,WB,795567,IN,2025-11-30T08:47:33,"Nigam, Khurana and Anand Pharmacy","25/539, Goswami Path",795567
CRM_B,CRM_B_O_ORG_0129_517,"Nigam, Khurana And Anand Pharmacy",Pharmacy,25/539 goswami path,Silchar,WB,795567,IN,2026-01-24T10:33:15,"Nigam, Khurana and Anand Pharmacy","25/539, Goswami Path",795567
CRM_A,CRM_A_O_ORG_0130_508,"Jhaveri, Sha And Sura Pharmacy",Pharmacy,h.no. 252 pathak road,Patna,TN,368133,IN,2026-01-05T08:33:56,"Jhaveri, Sha and Sura Pharmacy","H.No. 252, Pathak Road",368133
CRM_B,CRM_B_O_ORG_0130_118,"Jhaveri, Sha And Sura Pharmacy",Pharmacy,h.no. 252 pathak road,Patna,TN,368133,IN,2025-12-23T00:23:34,"Jhaveri, Sha and Sura Pharmacy","H.No. 252, Pathak Road",368133
CRM_A,CRM_A_O_ORG_0131_105,Kant Inc Pharmacy,Pharmacy,h.no. 751 khanna chowk,Bharatpur,NC,57433,US,2026-01-11T12:09:38,Kant Inc Pharmacy,"H.No. 751, Khanna Chowk",57433
CRM_B,CRM_B_O_ORG_0131_937,Kant Inc Pharmacy,Pharmacy,h.no. 751 khanna chowk,Bharatpur,NC,57433,US,2026-01-06T09:53:51,Kant Inc Pharmacy,"H.No. 751, Khanna Chowk",57433
CRM_A,CRM_A_O_ORG_0132_599,"Hayre, Sabharwal And Dhar Clinic",Clinic,21/51 sanghvi path,Bijapur,IL,18596,US,2025-10-31T00:57:25,"Hayre, Sabharwal and Dhar Clinic","21/51
Sanghvi Path",18596
CRM_B,CRM_B_O_ORG_0132_641,"Hayre, Sabharwal And Dhar Clinic",Clinic,21/51 sanghvi path,Bijapur,IL,18596,US,2025-10-25T21:30:46,"Hayre, Sabharwal and Dhar Clinic","21/51
Sanghvi Path",18596
CRM_A,CRM_A_O_ORG_0133_175,Tandon Plc Diagnostic Center,Diagnostic Center,h.no. 713 kale path,Anand,NJ,64897,US,2025-12-06T21:10:40,Tandon PLC Diagnostic Center,"H.No. 713
Kale Path",64897
CRM_B,CRM_B_O_ORG_0133_349,Tandon Plc Diagnostic Center,Diagnostic Center,h.no. 713 kale path,Anand,NJ,64897,US,2026-01-20T15:29:41,Tandon PLC Diagnostic Center,H.No. 713 Kale Path,64897
CRM_A,CRM_A_O_ORG_0134_803,"Chacko, Bhalla And Palla Lab",Lab,25/62 kala chowk,Parbhani,PA,48885,US,2026-01-20T20:36:05,"Chacko, Bhalla and Palla Lab","25/62
Kala Chowk",48885
CRM_A,CRM_A_O_ORG_0135_427,Jaggi Inc Lab,Lab,h.no. 209 dhaliwal,Deoghar,GA,66224,US,2025-11-10T22:03:50,Jaggi Inc Lab,"H.No. 209
Dhaliwal",66224
CRM_B,CRM_B_O_ORG_0135_920,Jaggi Inc Lab,Lab,h.no. 209 dhaliwal,Deoghar,GA,66224,US,2025-10-09T16:30:02,Jaggi Inc Lab,"H.No. 209
Dhaliwal",66224
CRM_A,CRM_A_O_ORG_0136_120,"Soni, Memon And Dua Clinic",Clinic,51 kapadia path,Gandhidham,NJ,61332,US,2025-11-23T00:05:08,"Soni, Memon and Dua Clinic","51
Kapadia Path",61332
CRM_B,CRM_B_O_ORG_0136_344,"Soni, Memon And Dua Clinic",Clinic,51 kapadia path,Gandhidham,NJ,61332,US,2026-01-24T23:17:54,"Soni, Memon and Dua Clinic","51
Kapadia Path",61332
CRM_A,CRM_A_O_ORG_0137_701,Batta Ltd Clinic,Clinic,50/669 chawla,Bongaigaon,DL,130721,IN,2026-02-14T16:19:18,Batta Ltd Clinic,"50/669
Chawla",130721
CRM_B,CRM_B_O_ORG_0137_363,Batta Limited Clinic,Clinic,50/669 chawla,Bongaigaon,DL,130721,IN,2026-01-29T08:20:55,Batta Limited Clinic,"50/669
Chawla",130721
CRM_B,CRM_B_O_ORG_0137_535,Batta Limited Clnc,Clinic,50/669 chawla,Bongaigaon,DL,130721,IN,2025-12-05T07:56:00,Batta Limited Clnc,"50/669
Chawla",130721
CRM_A,CRM_A_O_ORG_0138_492,Randhawa-Vasa Lab,Lab,44/16 khalsa road,Navi Mumbai,WB,650004,IN,2025-10-20T00:20:33,Randhawa-Vasa Lab,"44/16
Khalsa Road",650004
CRM_B,CRM_B_O_ORG_0138_455,Randhawa-Vasa Lab,Lab,44/16 khalsa road,Navi Mumbai,WB,650004,IN,2025-12-13T16:08:02,Randhawa-Vasa Lab,44/16 Khalsa Road,650004
CRM_A,CRM_A_O_ORG_0138_615,Randhawa-Vasa Lab,Lab,44/16 khalsa road,Navi Mumbai,WB,650004,IN,2025-12-31T22:33:47,Randhawa-Vasa Lab,"44/16
Khalsa Road",650004
CRM_A,CRM_A_O_ORG_0139_371,Chahal Llc Lab,Lab,85/402 dass marg,Kadapa,PA,95255,US,2025-10-26T11:40:34,Chahal LLC Lab,"85/402
Dass Marg",95255
CRM_B,CRM_B_O_ORG_0139_423,Chahal Llc Lab,Lab,85/402 dass marg,Kadapa,PA,95255,US,2025-10-20T19:13:52,Chahal LLC Lab,"85/402
Dass Marg",95255
CRM_B,CRM_B_O_ORG_0139_570,Chahal Llc Lab,Lab,85/402 dass marg,Kadapa,PA,95255,US,2025-12-16T15:39:13,Chahal LLC Lab,"85/402
Dass Marg",95255
CRM_A,CRM_A_O_ORG_0140_968,Ramaswamy Ltd Lab,Lab,36/323 das path,Tirunelveli,WA,66442,US,2026-01-10T15:01:31,Ramaswamy Ltd Lab,"36/323, Das Path",66442
CRM_B,CRM_B_O_ORG_0140_389,Ramaswamy Ltd Lab,Lab,36/323 das path,Tirunelveli,WA,66442,US,2025-11-24T22:19:34,Ramaswamy Ltd Lab,"36/323, Das Path",66442
CRM_A,CRM_A_O_ORG_0141_154,Chakraborty Group Diagnostic Center,Diagnostic Center,13 sarraf nagar,Udupi,UP,133212,IN,2025-10-21T16:21:12,Chakraborty Group Diagnostic Center,"13
Sarraf Nagar",133212
CRM_B,CRM_B_O_ORG_0141_128,Chakraborty Group Diagnostic Ctr,Diagnostic Center,13 sarraf nagar,Udupi,UP,133212,IN,2025-11-16T11:08:45,Chakraborty Group Diagnostic Ctr,"13
Sarraf Nagar",133212
CRM_A,CRM_A_O_ORG_0142_787,"Sarma, Brar And Mannan Hospital",Hospital,54/430 shetty nagar,Naihati,MA,14178,US,2025-12-07T09:17:19,"Sarma, Brar and Mannan Hospital","54/430
Shetty Nagar",14178
CRM_B,CRM_B_O_ORG_0142_160,"Sarma, Brar And Mannan Hospital",Hospital,54/430 shetty nagar,Naihati,MA,14178,US,2025-12-11T02:15:10,"Sarma, Brar and Mannan Hospital","54/430
Shetty Nagar",14178
CRM_A,CRM_A_O_ORG_0143_330,"Seshadri, Suresh And Singh Pharmacy",Pharmacy,h.no. 465 thaker zila,Jalandhar,TX,11073,US,2025-12-05T15:10:02,"Seshadri, Suresh and Singh Pharmacy","H.No. 465
Thaker Zila",11073
CRM_B,CRM_B_O_ORG_0143_385,"Seshadri, Suresh And Singh Pharmacy",Pharmacy,h.no. 465 thaker zila,Jalandhar,TX,11073,US,2026-01-22T19:42:47,"Seshadri, Suresh and Singh Pharmacy",H.No. 465 Thaker Zila,11073
CRM_A,CRM_A_O_ORG_0144_219,Konda-Iyer Diagnostic Center,Diagnostic Center,h.no. 33 hegde marg,Thoothukudi,FL,84336,US,2025-11-19T04:49:11,Konda-Iyer Diagnostic Center,"H.No. 33, Hegde Marg",84336
CRM_B,CRM_B_O_ORG_0144_960,Konda-Iyer Diagnostic Center,Diagnostic Center,h.no. 33 hegde marg,Thoothukudi,FL,84336,US,2025-11-23T05:19:46,Konda-Iyer Diagnostic Center,"H.No. 33, Hegde Marg",84336
CRM_A,CRM_A_O_ORG_0145_728,Pandit-Sheth Pharmacy,Pharmacy,07 grover nagar,Lucknow,NY,87370,US,2025-11-25T13:46:59,Pandit-Sheth Pharmacy,"07
Grover Nagar",87370
CRM_B,CRM_B_O_ORG_0145_500,Pandit-Sheth Pharmacy,Pharmacy,07 grover nagar,Lucknow,NY,87370,US,2025-10-10T14:35:52,Pandit-Sheth Pharmacy,"07
Grover Nagar",87370
CRM_A,CRM_A_O_ORG_0146_531,Raj-Sane Hospital,Hospital,h.no. 695 varma nagar,Siliguri,MI,13745,US,2025-11-19T23:33:03,Raj-Sane Hospital,"H.No. 695
Varma Nagar",13745
CRM_B,CRM_B_O_ORG_0146_799,Raj-Sane Hospital,Hospital,h.no. 695 varma nagar,Siliguri,MI,13745,US,2025-10-10T18:34:56,Raj-Sane Hospital,"H.No. 695
Varma Nagar",13745
CRM_A,CRM_A_O_ORG_0147_824,Bumb-Batta Lab,Lab,96/55 deshpande ganj,Rohtak,CO,15039,US,2025-10-19T16:19:40,Bumb-Batta Lab,"96/55
Deshpande Ganj",15039
CRM_B,CRM_B_O_ORG_0147_808,Bumb-Batta Lab,Lab,96/55 deshpande ganj,Rohtak,CO,15039,US,2026-01-18T07:01:27,Bumb-Batta Lab,"96/55
Deshpande Ganj",15039
CRM_A,CRM_A_O_ORG_0148_872,Madan-Chhabra Lab,Lab,h.no. 240 hayre road,Saharsa,AL,34247,US,2026-01-31T11:49:34,Madan-Chhabra Lab,"H.No. 240
Hayre Road",34247-2543
CRM_B,CRM_B_O_ORG_0148_554,Madan-Chhabra Lab,Lab,h.no. 240 hayre road,Saharsa,AL,34247,US,2025-10-20T04:28:07,Madan-Chhabra Lab,"H.No. 240
Hayre Road",34247-2543
CRM_A,CRM_A_O_ORG_0149_468,Varma-Kade Hospital,Hospital,60/00 dugal zila,Anand,MD,70816,US,2026-01-28T22:16:18,Varma-Kade Hospital,"60/00
Dugal Zila",70816
CRM_B,CRM_B_O_ORG_0149_659,Varma-Kade Hospital,Hospital,60/00 dugal zila,Anand,MD,70816,US,2025-10-29T07:01:12,Varma-Kade Hospital,"60/00
Dugal Zila",70816
CRM_A,CRM_A_O_ORG_0150_974,Cherian-Ram Pharmacy,Pharmacy,81/93 dhillon,Jodhpur,GA,53333,US,2025-10-17T05:35:33,Cherian-Ram Pharmacy,"81/93, Dhillon",53333
CRM_B,CRM_B_O_ORG_0150_717,Cherian-Ram Pharmacy,Pharmacy,81/93 dhillon,Jodhpur,GA,53333,US,2025-12-02T16:16:43,Cherian-Ram Pharmacy,"81/93, Dhillon",53333
CRM_A,CRM_A_O_ORG_0151_501,"Chandran, Toor And Kannan Clinic",Clinic,87/92 sachdev zila,Delhi,CA,85511,US,2025-12-04T19:11:07,"Chandran, Toor and Kannan Clinic","87/92, Sachdev Zila",85511
CRM_B,CRM_B_O_ORG_0151_417,"Chandran, Toor And Kannan Clinic",Clinic,87/92 sachdev zila,Delhi,CA,85511,US,2025-12-21T07:57:42,"Chandran, Toor and Kannan Clinic","87/92, Sachdev Zila",85511
CRM_A,CRM_A_O_ORG_0152_348,Vohra Inc Clinic,Clinic,57/601 balay circle,Gandhidham,CT,44628,US,2025-12-02T02:37:09,Vohra Inc Clinic,"57/601
Balay Circle",44628
CRM_B,CRM_B_O_ORG_0152_680,Vohra Inc Clinic,Clinic,57/601 balay circle,Gandhidham,CT,44628,US,2025-12-11T21:34:06,Vohra Inc Clinic,"57/601
Balay Circle",44628
CRM_A,CRM_A_O_ORG_0153_108,"Nagarajan, Dass And Date Pharmacy",Pharmacy,491 dave path,Gulbarga,NJ,97534,US,2025-11-07T05:57:42,"Nagarajan, Dass and Date Pharmacy","491
Dave Path",97534
CRM_B,CRM_B_O_ORG_0153_763,"Nagarajan, Dass And Date Pharmacy",Pharmacy,491 dave path,Gulbarga,NJ,97534,US,2025-10-15T13:04:44,"Nagarajan, Dass and Date Pharmacy","491
Dave Path",97534
CRM_A,CRM_A_O_ORG_0154_653,"Chhabra, Raval And Sarin Pharmacy",Pharmacy,17/731 chacko ganj,Ramagundam,AK,35223,US,2026-02-14T14:35:11,"Chhabra, Raval and Sarin Pharmacy","17/731
Chacko Ganj",35223
CRM_B,CRM_B_O_ORG_0154_810,"Chhabra, Raval And Sarin Pharmacy",Pharmacy,17/731 chacko ganj,Ramagundam,AK,35223,US,2026-02-03T10:50:08,"Chhabra, Raval and Sarin Pharmacy","17/731
Chacko Ganj",35223
CRM_A,CRM_A_O_ORG_0155_409,"Korpal, D’Alia And Khatri Lab",Lab,762 oommen path,Pallavaram,MI,44018,US,2025-12-04T16:18:42,"Korpal, D’Alia and Khatri Lab","762
Oommen Path",44018
CRM_B,CRM_B_O_ORG_0155_438,"Korpal, D’Alia And Khatri Lab",Lab,762 oommen path,Pallavaram,MI,44018,US,2025-12-29T17:15:36,"Korpal, D’Alia and Khatri Lab","762
Oommen Path",44018
CRM_A,CRM_A_O_ORG_0156_852,Pingle-Bhatnagar Diagnostic Center,Diagnostic Center,25/66 choudhary path,Kakinada,NJ,92026,US,2025-12-26T09:28:46,Pingle-Bhatnagar Diagnostic Center,"25/66, Choudhary Path",92026
CRM_B,CRM_B_O_ORG_0156_499,Pingle-Bhatnagar Diagnostic Ctr,Diagnostic Center,25/66 choudhary path,Kakinada,NJ,92026,US,2025-10-25T07:31:39,Pingle-Bhatnagar Diagnostic Ctr,"25/66, Choudhary Path",92026
CRM_A,CRM_A_O_ORG_0157_862,"Choudhary, Shah And Gara Hospital",Hospital,h.no. 548 sachdev ganj,Deoghar,GA,49903,US,2026-02-01T20:23:16,"Choudhary, Shah and Gara Hospital","H.No. 548
Sachdev Ganj",49903
CRM_A,CRM_A_O_ORG_0158_623,Hayer Llc Clinic,Clinic,503 mander ganj,Ahmedabad,MI,14096,US,2026-01-30T10:53:17,Hayer LLC Clinic,"503, Mander Ganj",14096
CRM_A,CRM_A_O_ORG_0158_760,Hayer Llc Clinic,Clinic,503 mander ganj,Ahmedabad,MI,14096,US,2025-12-24T02:14:37,Hayer LLC Clinic,"503, Mander Ganj",14096
CRM_A,CRM_A_O_ORG_0159_878,"Solanki, Mukhopadhyay And Sagar Clinic",Clinic,h.no. 74 sangha road,Avadi,MH,670232,IN,2025-11-05T10:37:38,"Solanki, Mukhopadhyay and Sagar Clinic","H.No. 74
Sangha Road",670232
CRM_B,CRM_B_O_ORG_0159_121,"Solanki, Mukhopadhyay And Sagar Clinic",Clinic,h.no. 74 sangha road,Avadi,MH,670232,IN,2025-11-23T02:46:42,"Solanki, Mukhopadhyay and Sagar Clinic",H.No. 74 Sangha Road,670232
CRM_A,CRM_A_O_ORG_0160_687,"Kulkarni, Yohannan And Dhar Clinic",Clinic,73/98 cherian street,Ozhukarai,MH,563745,IN,2026-01-09T23:41:41,"Kulkarni, Yohannan and Dhar Clinic","73/98, Cherian Street",563745
CRM_B,CRM_B_O_ORG_0160_823,"Kulkarni, Yohannan And Dhar Clinic",Clinic,73/98 cherian street,Ozhukarai,MH,563745,IN,2025-12-01T21:03:20,"Kulkarni, Yohannan and Dhar Clinic","73/98, Cherian Street",563745
CRM_A,CRM_A_O_ORG_0160_386,"Kulkarni, Yohannan And Dhar Clinic",Clinic,73/98 cherian street,Ozhukarai,MH,563745,IN,2025-11-08T13:21:49,"Kulkarni, Yohannan and Dhar Clinic","73/98, Cherian Street",563745
CRM_A,CRM_A_O_ORG_0161_470,Uppal-Suri Clinic,Clinic,h.no. 05 kamdar nagar,Mau,CA,97529,US,2025-10-23T12:45:40,Uppal-Suri Clinic,"H.No. 05
Kamdar Nagar",97529
CRM_B,CRM_B_O_ORG_0161_463,Uppal-Suri Clnc,Clinic,h.no. 05 kamdar nagar,Mau,CA,97529,US,2025-12-26T02:26:38,Uppal-Suri Clnc,"H.No. 05
Kamdar Nagar",97529
CRM_A,CRM_A_O_ORG_0162_670,Johal Llc Pharmacy,Pharmacy,h.no. 08 naidu marg,Udupi,OH,31860,US,2025-11-20T21:12:36,Johal LLC Pharmacy,"H.No. 08
Naidu Marg",31860
CRM_B,CRM_B_O_ORG_0162_613,Johal Llc Pharmacy,Pharmacy,h.no. 08 naidu marg,Udupi,OH,31860,US,2025-11-02T01:01:13,Johal LLC Pharmacy,"H.No. 08
Naidu Marg",31860
CRM_A,CRM_A_O_ORG_0163_545,"Sanghvi, Kanda And Swaminathan Clinic",Clinic,h.no. 77 kari zila,Chandigarh,TN,889847,IN,2026-01-15T20:12:22,"Sanghvi, Kanda and Swaminathan Clinic","H.No. 77
Kari Zila",889847
CRM_B,CRM_B_O_ORG_0163_444,"Sanghvi, Kanda And Swaminathan Clinic",Clinic,h.no. 77 kari zila,Chandigarh,TN,889847,IN,2025-12-08T15:47:59,"Sanghvi, Kanda and Swaminathan Clinic",H.No. 77 Kari Zila,889847
CRM_A,CRM_A_O_ORG_0164_850,Nori Ltd Hospital,Hospital,83/410 pillay marg,Bhavnagar,PA,95852,US,2025-11-25T22:46:31,Nori Ltd Hospital,"83/410, Pillay Marg",95852
CRM_B,CRM_B_O_ORG_0164_914,Nori Limited Hospital,Hospital,83/410 pillay marg,Bhavnagar,PA,95852,US,2025-12-30T20:52:41,Nori Limited Hospital,"83/410, Pillay Marg",95852
CRM_A,CRM_A_O_ORG_0165_873,"Sehgal, Sama And Raja Hospital",Hospital,20 tara marg,Noida,,40676,US,2026-01-10T05:23:51,"Sehgal, Sama and Raja Hospital","20
Tara Marg",40676
CRM_B,CRM_B_O_ORG_0165_473,"Sehgal, Sama And Raja Hospital",Hospital,20 tara marg,Noida,,40676,US,2025-11-30T03:38:28,"Sehgal, Sama and Raja Hospital","20
Tara Marg",40676
CRM_A,CRM_A_O_ORG_0166_313,"Kaul, Kala And Prashad Clinic",Clinic,77/441 krishnamurthy nagar,Bhimavaram,NJ,88343,US,2025-10-15T12:05:33,"Kaul, Kala and Prashad Clinic","77/441
Krishnamurthy Nagar",88343
CRM_B,CRM_B_O_ORG_0166_145,"Kaul, Kala And Prashad Clinic",Clinic,77/441 krishnamurthy nagar,Bhimavaram,NJ,88343,US,2025-12-21T11:02:04,"Kaul, Kala and Prashad Clinic",77/441 Krishnamurthy Nagar,88343
CRM_A,CRM_A_O_ORG_0167_911,Dara-Choudhury Pharmacy,Pharmacy,00/340 korpal,Sasaram,AZ,50732,US,2026-01-29T09:38:18,Dara-Choudhury Pharmacy,"00/340, Korpal",50732
CRM_B,CRM_B_O_ORG_0167_322,Dara-Choudhury Pharmacy,Pharmacy,00/340 korpal,Sasaram,AZ,50732,US,2026-01-05T12:25:11,Dara-Choudhury Pharmacy,"00/340, Korpal",50732
CRM_A,CRM_A_O_ORG_0168_709,Sood Ltd Diagnostic Center,Diagnostic Center,32 kakar nagar,Hyderabad,MD,26389,US,2025-10-26T03:08:52,Sood Ltd Diagnostic Center,"32, Kakar Nagar",26389
CRM_B,CRM_B_O_ORG_0168_733,Sood Ltd Diagnostic Center,Diagnostic Center,32 kakar nagar,Hyderabad,MD,26389,US,2025-12-11T06:15:57,Sood Ltd Diagnostic Center,32 Kakar Nagar,26389
CRM_A,CRM_A_O_ORG_0169_308,Ranganathan-Rana Pharmacy,Pharmacy,51 loke circle,Danapur,UP,338618,IN,2025-11-25T05:37:18,Ranganathan-Rana Pharmacy,"51
Loke Circle",338618
CRM_B,CRM_B_O_ORG_0169_453,Ranganathan-Rana Pharmacy,Pharmacy,51 loke circle,Danapur,UP,338618,IN,2026-01-29T20:27:18,Ranganathan-Rana Pharmacy,"51
Loke Circle",338618
